month_number,price1,price1noadj,security_id,ticker
480,14.02,14.02,79645,HTGC
480,0.2909,0.2909,52136,ACPRT
480,35.93,35.93,135,ICITF
480,47.16,47.16,46791,PGDDF
480,22.38,22.38,46792,JEMTF
480,338,338,150,SFLAF
480,12.0918,12.0918,256,CFYFF
480,22.5474,22.5474,304,XLEY
480,25.9936,25.9936,305,XLUY
480,24.1745,24.1745,306,XLTY
480,24.0902,24.0902,307,XLSY
480,34.71,34.71,322,DESC
480,52.41,52.41,323,IFIX
480,51.91,51.91,324,IGVT
480,23.865,23.865,326,DEMG
480,26.9,26.9,343,DBKO
480,17.4888,17.4888,554,EATOF
480,27.37,27.37,575,PRID
480,27.54,27.54,576,HONR
480,0.0472,0.0472,52142,GDVRT
480,21.8069,21.8069,916,COMG
480,3.1,3.1,930,HZRZF
480,9.06067,9.06067,52368,HZMXF
480,28.482,28.482,934,HRZSF
480,20.7474,20.7474,1318,IUNTF
480,27.6371,27.6371,46887,VNRDF
480,9.1778,9.1778,2332,CGBLF
480,124.2243,124.2243,2334,DAXXF
480,41.9,41.9,52168,IVMKF
480,45.35,45.35,2393,IHHSF
480,8.16,8.16,52380,ISZZF
480,326.79651,326.79651,46906,SRRCF
480,143.96001,143.96001,52174,SGACF
480,46.1,46.1,52175,SGSSF
480,18.25,18.25,52382,SSGUF
480,33.4,33.4,2419,USUTF
480,89.55,89.55,2425,VFPEF
480,56.5,56.5,2428,VNGGF
480,108.85,108.85,52383,ISXAF
480,137.8,137.8,52384,MXBGF
480,58.8,58.8,52385,VGGDF
480,8.43994,8.43994,2514,ISHAF
480,0.0001,0.0001,2522,AQFD
480,2.8,2.8,46920,ACEYY
480,0.08,0.08,2623,VXEL
480,2500,2500,2666,ATCD
480,0,0,52391,AVFL
480,0.0402,0.0402,46990,GLDRF
480,0.0528,0.0528,46997,BENZF
480,18.74,18.74,51825,BCHFP
480,0.0043,0.0043,3075,BDCM
480,0.0645,0.0645,47014,CRFTD
480,0.05,0.05,3095,CAJSW
480,0.0894,0.0894,3120,CNMVF
480,0.054000000000000006,0.054000000000000006,47023,KGHZF
480,0.21,0.21,47031,CNMTF
480,103.5,103.5,3247,AILLN
480,1.5,1.5,47092,HWGG
480,49,49,47095,CNPWP
480,22.75,22.75,47105,CNIGP
480,0.15,0.15,51829,DMPWW
480,0.03,0.03,47115,GFKRF
480,5.7933,5.7933,47130,DDHRF
480,10.602,10.602,47131,DNDEF
480,0.015,0.015,47151,ENCB
480,4,4,47166,FCGN
480,0,0,47195,FUUN
480,0.0416,0.0416,47222,VYYRF
480,4.3,4.3,47240,HLFDY
480,2.15,2.15,4168,HGPI
480,96.3,96.3,4226,AILIH
480,0.01,0.01,4259,IMLWF
480,96,96,47289,INPAP
480,0,0,47293,IVVI
480,902,902,4520,LCNTU
480,0.1451,0.1451,52012,MRBLF
480,0,0,47333,MVPH
480,0,0,47335,MSLM
480,0.0001,0.0001,47353,NRTHF
480,0.0003,0.0003,47375,NWWTF
480,34.27,34.27,4894,OSBK
480,0.044,0.044,4935,ORFDF
480,0.0001,0.0001,4945,OMDD
480,0.0001,0.0001,51847,PGAI
480,0.01,0.01,4999,AITA
480,0.91,0.91,5131,IPDN
480,0.0273,0.0273,5212,RTMFF
480,33.625,33.625,5281,RPKIF
480,285,285,5290,RCCB
480,0.028,0.028,47446,RKMSF
480,0.015,0.015,47454,SAAX
480,0.03,0.03,5336,STLM
480,0.51,0.51,5342,SLOT
480,0.0055,0.0055,51849,SNZYQ
480,29,29,47468,SENEM
480,6.09,6.09,5423,SIELY
480,0.0515,0.0515,5444,SLLTF
480,0.0616,0.0616,52428,SLZNF
480,0.0491,0.0491,52219,SPONF
480,1.2,1.2,47494,PRLE
480,45,45,47528,TETAB
480,0.02,0.02,47534,TIXXF
480,0.059,0.059,5719,MCCX
480,0,0,47539,TSRR
480,13.01,13.01,47540,TSLTF
480,2.66,2.66,47551,TRUHY
480,0.016,0.016,47553,OPCGF
480,0.034,0.034,47555,TYPFF
480,0,0,47572,CLGZF
480,1,1,5957,WMTN
480,3.5,3.5,47602,XFORW
480,0.215,0.215,6003,YLWWF
480,0.0728,0.0728,6012,ZADDF
480,0.04,0.04,6029,DNDT
480,8.5725,8.5725,52227,AANNF
480,6.6,6.6,6064,AATP
480,0.0033,0.0033,47620,ABGOY
480,115,115,52438,ABLGF
480,0.51,0.51,6112,ABVN
480,0.3396,0.3396,47625,AAINF
480,0.0092,0.0092,47628,GBLP
480,0.49,0.49,47630,ACCMF
480,0.4,0.4,6132,ACFL
480,152.44,152.44,6143,MRCBF
480,0.045,0.045,47645,ATRVF
480,3.25,3.25,6182,SWEE
480,0.03,0.03,47687,AFRVF
480,0.1,0.1,47692,ETEC
480,1.5,1.5,6312,EMQU
480,0.0407,0.0407,6344,AGRDF
480,1.11,1.11,47718,AIFLY
480,133.4,133.4,6362,AIQUF
480,2.17,2.17,6375,AKBIF
480,249.9459,249.9459,47730,AKBLF
480,0.195,0.195,52440,ALABF
480,0.046,0.046,47749,SMRN
480,0.0155,0.0155,47756,AMDHF
480,25.25,25.25,47757,AMFPF
480,0,0,6517,WTRO
480,0.06,0.06,6531,AMSU
480,388,388,47778,NVGI
480,0.32,0.32,47780,ANGGF
480,0.1,0.1,52441,ANRCF
480,0.023,0.023,47796,ADHLF
480,0.0625,0.0625,47797,ALTPF
480,8.18,8.18,47798,APNHF
480,0,0,47805,AQIS
480,0.008,0.008,6671,ARBI
480,128.24,128.24,47813,ARGNF
480,17.15,17.15,6737,ASCCF
480,110.5,110.5,52444,ASMXF
480,13.05,13.05,47836,ASMVF
480,0.005,0.005,6778,OOGI
480,0.02,0.02,6812,ARSEF
480,156.5,156.5,47875,AVHNF
480,0.45,0.45,47877,AVIJF
480,24.5,24.5,47881,AVNBF
480,0.18,0.18,47888,AWAEF
480,0.0001,0.0001,47890,ARDWF
480,1.03,1.03,47900,FDHC
480,0.905,0.905,6962,AYAAF
480,0,0,6964,AYHC
480,0.11,0.11,52041,BARRF
480,0.1395,0.1395,47946,GLBKF
480,0.02,0.02,47951,PAUFF
480,3.74,3.74,52445,BDWBF
480,0,0,47955,QCPC
480,0.12,0.12,47956,BEGYF
480,0.12,0.12,47981,ZZLL
480,0,0,47984,EHYD
480,12.25,12.25,47992,BITGF
480,0.355,0.355,52447,BJCLF
480,4.42,4.42,7216,BJINF
480,21.44,21.44,7219,BKAYY
480,58.962,58.962,7226,BKGFY
480,6.7599,6.7599,7231,BKIMF
480,5.744,5.744,7236,BKKPF
480,0.17,0.17,7237,BKLRF
480,610,610,48003,BKUT
480,0,0,7256,VMTF
480,49.32,49.32,7290,BLSFY
480,44,44,48017,BLWYF
480,0.632,0.632,48021,BMCLF
480,2.15,2.15,51867,BNIGF
480,0.0001,0.0001,48029,CPYCF
480,9.05,9.05,7378,BORUF
480,0.51,0.51,48073,BRMT
480,0.46,0.46,7446,BRRZY
480,20.35,20.35,48075,BRTHF
480,305,305,7485,BSSC
480,9.55,9.55,48087,BTEAF
480,1,1,7519,BTOW
480,65.3539,65.3539,7582,BYMOF
480,23.28,23.28,48120,BZZUF
480,12.1116,12.1116,48121,BZZUY
480,3,3,48126,CAEN
480,0.0611,0.0611,7637,KJFI
480,9.25,9.25,48132,CAMRF
480,0.0116,0.0116,48137,CAULF
480,0.0001,0.0001,7673,CEXPF
480,1,1,48141,CBEV
480,0.0414,0.0414,7711,PBMFF
480,0.26,0.26,7730,PCST
480,0,0,48157,CCMS
480,23.25,23.25,48158,CCOEF
480,42.85,42.85,48160,CCLLF
480,7.73,7.73,48167,CDEVF
480,2.2095,2.2095,48175,CDTTF
480,0.8,0.8,48186,CESF
480,0.0029,0.0029,7860,CFCC
480,54.85,54.85,7872,CFIGY
480,105.0043,105.0043,7875,CFNCF
480,0.95,0.95,48198,CGGGF
480,124.9,124.9,7936,CHDRY
480,138,138,7939,CHEOF
480,15.44,15.44,7976,CHPXY
480,0.09,0.09,48227,CHSY
480,9,9,48250,CKDXY
480,0,0,8058,INAN
480,0.03,0.03,48268,CLSZF
480,0.1,0.1,48269,STRB
480,0.01,0.01,48272,CLXS
480,2.97,2.97,48278,CMGMY
480,11,11,8162,CMTX
480,1.82,1.82,8211,CNRAF
480,0.005,0.005,8216,MNHD
480,0.25,0.25,48304,COBJF
480,0.0001,0.0001,52451,COGR
480,1.3,1.3,48313,COLOF
480,0.385,0.385,8262,COPJF
480,11.4,11.4,48320,CPLLF
480,0.2385,0.2385,48322,CPNBF
480,37.25,37.25,48324,CPPSF
480,0.116,0.116,48325,CPSJF
480,9.75,9.75,8350,CREJF
480,0.45,0.45,48337,CRMLF
480,0.045,0.045,8370,NUKK
480,18.7,18.7,8379,CRPJY
480,0.0517,0.0517,8409,CEYFF
480,9.188,9.188,52453,CPOIF
480,0.9,0.9,52454,CSSDF
480,0.002,0.002,48371,CTOHF
480,4.5,4.5,8503,CTTPY
480,27.0907,27.0907,48384,CLNFF
480,0.001,0.001,8533,CPYJ
480,0.0279,0.0279,48399,CVVRF
480,8.54,8.54,48403,CWLDF
480,0.812,0.812,8624,CYBNY
480,34.75,34.75,48416,CYJBF
480,16.75,16.75,48417,CYJBY
480,0.28,0.28,48423,CZASF
480,2.72,2.72,8691,TMFXF
480,3.7,3.7,48444,DAHSF
480,1.37,1.37,8805,DGAOF
480,0.115,0.115,48470,DGONF
480,1.0017,1.0017,48483,ALXXF
480,18.3,18.3,48487,DLGCF
480,141.75,141.75,48491,DLKGF
480,1.01,1.01,8873,DLMI
480,27.45,27.45,8925,DNPCF
480,16.9,16.9,8926,DNPUF
480,0.045,0.045,48514,DIOSF
480,0.85,0.85,52252,DRCR
480,4.71,4.71,8994,DSECF
480,300,300,9028,DTRL
480,0,0,48555,DWDZF
480,0.002,0.002,48559,DXAEF
480,3,3,48561,HQDA
480,30.425,30.425,48573,EBCOF
480,0,0,48580,ECMLF
480,13,13,9128,KMGH
480,1000,1000,48582,EDHD
480,0.0266,0.0266,9146,ENDGF
480,9.0276,9.0276,48596,EENEF
480,0.0026,0.0026,48603,EFLS
480,0.0025,0.0025,48607,LMWW
480,0.035,0.035,48613,EGXP
480,0.0001,0.0001,52049,INTH
480,92.5,92.5,9224,EJPRF
480,0.38,0.38,48625,ELALF
480,4.04,4.04,48627,ELCPF
480,0.0001,0.0001,48630,ELGT
480,2.55,2.55,9263,YUSG
480,0.38,0.38,48641,ELXMF
480,0,0,48651,EMRH
480,0.15,0.15,9304,ENGT
480,0,0,48658,ISVG
480,1.51,1.51,48664,EOHDF
480,0,0,48666,LNKE
480,13.27,13.27,48668,EPLYF
480,0,0,48683,ESFOF
480,0,0,9402,ESLP
480,3.25,3.25,9420,FNDM
480,0.0001,0.0001,48694,ETAR
480,31.3812,31.3812,9448,ETTYF
480,20.75,20.75,9486,EVOTF
480,48,48,9508,EXCH
480,0.0001,0.0001,48719,MXMSF
480,0.0021,0.0021,48723,PFGBQ
480,52.5094,52.5094,48728,EDNMF
480,234.5,234.5,48734,VRBCF
480,1815,1815,9572,FAHE
480,0,0,9628,LCRE
480,0.0582,0.0582,9642,SLCFF
480,0,0,48762,HSHL
480,0.0001,0.0001,48763,LVCC
480,25.65,25.65,52459,FHBI
480,0,0,9707,CNDD
480,0.0001,0.0001,9746,TVETF
480,13,13,9749,FLFG
480,0,0,48776,FLFF
480,0.0462,0.0462,48777,MBIOF
480,0,0,48793,FMFN
480,0.0001,0.0001,9796,FLMTF
480,65,65,48800,FMOO
480,32.3972,32.3972,9806,FNLIF
480,0,0,9817,FNKLF
480,0.1973,0.1973,9844,FMCXF
480,38.7,38.7,48812,FRRFF
480,42.19,42.19,9870,FPRUY
480,0.7218,0.7218,52460,CJNHF
480,0.01,0.01,52461,FSJPF
480,23.16,23.16,9968,FUJSF
480,28.5,28.5,9979,FUWAF
480,0.65,0.65,10007,FYGGY
480,0.001,0.001,10018,ATGVF
480,0.22,0.22,48863,AGBAR
480,0.1,0.1,52465,BAOOF
480,0.44,0.44,48885,CNLLF
480,1.6,1.6,52267,CCMMF
480,0.08199999999999999,0.08199999999999999,10158,IMMPF
480,0.71,0.71,48925,IPZYF
480,4.26,4.26,48937,LNGPF
480,2.8963,2.8963,52054,MJWNF
480,3.38,3.38,10202,BHHOF
480,5.9,5.9,48944,NXFNF
480,0.03,0.03,51893,SMTLF
480,0.1221,0.1221,48978,TERNF
480,10.53,10.53,48980,TOTAU
480,0.5026,0.5026,48987,VTMTF
480,0.84,0.84,10322,WWNTF
480,0.373,0.373,79595,WFPCF
480,0.0026,0.0026,10358,GBCHF
480,0.11,0.11,10394,GCIN
480,9.5773,9.5773,52471,GDYRF
480,1.28,1.28,10433,GEBHF
480,18.3736,18.3736,10437,RGEDF
480,3,3,52472,AYAG
480,0.0001,0.0001,49019,GMSC
480,39,39,49020,GENSF
480,0.0003,0.0003,10449,WBRE
480,0.008,0.008,49023,WPHM
480,0.3,0.3,49033,GFNL
480,1.1237,1.1237,10465,GGABF
480,25.65,25.65,52473,GHGUF
480,0.0001,0.0001,10518,GDPEF
480,74.11,74.11,10533,GLIBB
480,0.015,0.015,10537,CCHZ
480,15.85,15.85,10544,GLPEF
480,0.08,0.08,49068,GLVNF
480,0.65,0.65,49072,GMXDF
480,0.0001,0.0001,49076,SFRFF
480,10.55,10.55,10656,GPAEF
480,30.1926,30.1926,49129,GRRDF
480,74.9046,74.9046,10720,GRRMF
480,11.229,11.229,49130,TCLCF
480,0,0,10748,GSIL
480,0.0341,0.0341,49143,GSSRF
480,0.01,0.01,10790,GTCDF
480,0.2,0.2,49153,GUFAF
480,16.38,16.38,49154,GULRF
480,32.79,32.79,49155,GULRY
480,6.6969,6.6969,52064,PPLXF
480,1.36,1.36,49165,GXSBY
480,52.85,52.85,49175,DKSHF
480,44.3231,44.3231,52477,SRBGF
480,0.32,0.32,49181,EKKH
480,9.5,9.5,10890,HAWPF
480,2.03,2.03,51902,HAYPF
480,20.71,20.71,49184,HAYPY
480,0,0,49200,CABE
480,0.29,0.29,49201,HDRPF
480,0.0001,0.0001,49212,CSTJ
480,5,5,10989,RKFL
480,0.0001,0.0001,49218,HHDS
480,27.4,27.4,10998,HHULF
480,0,0,49228,HIIAF
480,27.005,27.005,11014,HISJF
480,31.19,31.19,49234,HKUOY
480,0.011,0.011,49239,HLMB
480,12.1,12.1,49245,HMFFF
480,5.21,5.21,11097,HNTIF
480,0.8287,0.8287,11105,HOCXF
480,3.6,3.6,49259,HOLHF
480,5,5,52283,SKYL
480,0,0,51905,HTHL
480,0.01,0.01,49293,HVYB
480,9,9,11247,HXPLF
480,0.01,0.01,49299,HYBOF
480,1.04,1.04,11252,HYFXY
480,20.2,20.2,11273,IACYF
480,1.1,1.1,11297,BUUZ
480,0,0,49316,RNWB
480,160.5,160.5,11310,ITPC
480,0.0001,0.0001,49328,UBEX
480,0.0237,0.0237,49332,IDYLF
480,0.0001,0.0001,49341,SRPX
480,10.72,10.72,11374,INFT
480,36.6966,36.6966,11392,XPPLF
480,0.494,0.494,11410,IGPFF
480,0.0001,0.0001,11433,FUEG
480,0.4181,0.4181,11434,PNDHF
480,127.3923,127.3923,49366,ILIAF
480,0.0033,0.0033,49369,ALTSF
480,0.0026,0.0026,11456,WGEI
480,1.03,1.03,11457,IMDXF
480,113.75,113.75,11573,IPSEF
480,3.026,3.026,51906,IRDEF
480,0.0001,0.0001,49411,IREP
480,203,203,49413,IRLCF
480,0.0015,0.0015,49415,IFCI
480,0,0,11631,ISPD
480,0.01,0.01,11639,ISVJF
480,1.58,1.58,11641,ITAYY
480,0.0021,0.0021,11661,ITNRF
480,49,49,11663,ITOEF
480,0.0001,0.0001,49434,ITSJF
480,0.11,0.11,49450,ARCXF
480,15.6,15.6,11710,DCNSF
480,84.95,84.95,11712,FJTSF
480,65.36,65.36,11719,KYOCF
480,4.34,4.34,52480,MEISF
480,35,35,11720,MKEWF
480,5.6,5.6,52481,MKCOF
480,108.8,108.8,49469,NFTGF
480,3.44,3.44,52482,ONMBF
480,4.51,4.51,11734,DMTRF
480,1.05,1.05,11775,ABTI
480,92,92,11789,JFWV
480,12.37,12.37,49518,JTEKF
480,18.75,18.75,52484,JUMSF
480,0.0001,0.0001,11875,CTCC
480,22.52,22.52,49525,ISFFF
480,674,674,11882,DRRKF
480,11.102,11.102,49527,KAEPF
480,3.99,3.99,49530,KARBF
480,31.85,31.85,49541,KNCRF
480,1.4449,1.4449,52074,KIERF
480,6.31,6.31,11966,KLKNF
480,0.0969,0.0969,11983,GLIIF
480,3.15,3.15,49572,KMRPF
480,6.89,6.89,11992,KNCAF
480,6.256,6.256,49577,KNCRY
480,17.31,17.31,12061,KRYPY
480,0.475,0.475,52486,KSNIF
480,28.57,28.57,12089,KTWIF
480,24.9,24.9,52487,KUMBF
480,12.5,12.5,49605,KURRF
480,4.29,4.29,49614,EDDRF
480,0,0,12139,LAGR
480,19.15,19.15,49621,LBTSF
480,0,0,49622,LBWR
480,0.42,0.42,49623,CCRGF
480,270.5,270.5,12179,CHLFF
480,0,0,12181,BIXZF
480,0.0246,0.0246,12188,IMTO
480,0.02,0.02,49628,AMSA
480,1.2639,1.2639,49634,LFHLF
480,0.013,0.013,49639,LGTS
480,2.06,2.06,52488,LIFX
480,30,30,49646,LIBC
480,6.95,6.95,49670,LOQPF
480,0.045,0.045,12444,LVIFF
480,14.28,14.28,12445,LVISF
480,7.45,7.45,49708,BLMIF
480,45,45,12507,MAGOF
480,1.58,1.58,12529,MARZF
480,2.9793,2.9793,12538,MAVBF
480,35,35,12553,MBDC
480,65,65,52489,MBLU
480,17.75,17.75,52297,MBOF
480,0.0988,0.0988,49742,MLBVF
480,0.01,0.01,49744,MCBP
480,9,9,12584,MCCLF
480,0.09,0.09,12593,MCHN
480,3.8,3.8,49751,MCRUF
480,0.289,0.289,49758,MDBBF
480,3.01,3.01,12632,MDDNF
480,0,0,49763,MDEA
480,22.79,22.79,49766,MDIKF
480,53.1,53.1,49776,MEITF
480,0.001,0.001,49781,MEOAF
480,0,0,49788,SPHUF
480,0.0113,0.0113,49789,PALS
480,0.021,0.021,12722,MGCV
480,1.93,1.93,49800,MCSHF
480,9.84,9.84,49804,MIESF
480,0.0336,0.0336,12762,CARCF
480,4,4,52080,WWIN
480,0.07,0.07,49839,MNMT
480,1.2,1.2,12896,MNRIF
480,0.003,0.003,49845,MNXMF
480,0.01,0.01,12910,MOBO
480,0.8,0.8,52081,VENV
480,0,0,49856,BFLD
480,5.58,5.58,52491,MRLWF
480,11.9433,11.9433,49879,MRPZF
480,6.36,6.36,49893,MSSZF
480,0.53,0.53,49897,MTGRF
480,0.0001,0.0001,49902,MTNX
480,3.23,3.23,49904,MTPTF
480,35.84,35.84,13089,MTWTF
480,0.0175,0.0175,13092,MTXS
480,1,1,13102,ATOR
480,0.032,0.032,49936,PGTMF
480,10.61,10.61,13164,MYTHF
480,11.07,11.07,52492,MYTHY
480,22,22,49947,AFCJF
480,38.7275,38.7275,49956,NAJSF
480,1.25,1.25,49966,CTVZ
480,29.5,29.5,49973,NCTKF
480,0.0518,0.0518,49975,XTERF
480,57.06,57.06,13274,NDEKF
480,0.013,0.013,13291,NEGY
480,57.6,57.6,13298,NEMTF
480,0.0376,0.0376,49984,NEWRF
480,0.0087,0.0087,49988,NHRIF
480,0.025,0.025,13380,VRCFF
480,0,0,13402,NKRN
480,0.2599,0.2599,13404,NKSJF
480,25,25,50008,NLLSY
480,0.017,0.017,50011,VSSSF
480,0.001,0.001,50014,NBMLF
480,0.055,0.055,13463,NOURF
480,0.3,0.3,50033,BLAB
480,820.37,820.37,50038,NIPOF
480,25.5,25.5,13484,NPPRF
480,0.023,0.023,50048,URXZF
480,2.55,2.55,13512,NMRSF
480,0.18,0.18,13536,NSVLF
480,4.25,4.25,13585,NUFMF
480,0.011,0.011,50078,NWFAF
480,0.02,0.02,50079,PHIXF
480,0.32,0.32,13671,NXTBF
480,0.103,0.103,13681,LNDZF
480,17.42,17.42,50094,NYUKF
480,0.035,0.035,50099,NITMF
480,9.8,9.8,13692,OART
480,132,132,50102,OBIIF
480,4.8806,4.8806,52307,OSNDF
480,7.6076,7.6076,13720,OCTPF
480,36.91,36.91,13735,OERCF
480,10.28,10.28,50115,OERLF
480,0.0024,0.0024,13740,KSSH
480,111,111,50125,OJOC
480,0,0,13762,DPER
480,13.32,13.32,50134,OCPNF
480,0.0054,0.0054,13784,SKPN
480,124,124,13851,ORPEF
480,0.02,0.02,50176,OUTB
480,8,8,13907,OVCHF
480,0.7,0.7,13938,AMOVF
480,0,0,50198,GRYW
480,0.105,0.105,50202,PARLF
480,11.75,11.75,50208,PBCBF
480,0.0264,0.0264,14009,MNNFF
480,0.147,0.147,14015,PRBCF
480,9.04,9.04,14039,PCHUY
480,0.5,0.5,14046,PCPJ
480,0,0,50233,PNRXF
480,0.72,0.72,14094,PEFDF
480,0.0216,0.0216,50235,PMEHF
480,0.05,0.05,52497,PETZF
480,4.03,4.03,50242,PTXLF
480,0.004,0.004,14177,PHOS
480,2.48,2.48,14183,PXSLY
480,0.889,0.889,50268,PHYOF
480,16.65,16.65,50271,PIHLF
480,1.2,1.2,14201,SAFO
480,0.74,0.74,50275,PIRE
480,6.3867,6.3867,52499,PINWF
480,29.815,29.815,50289,PLFRY
480,5.95,5.95,50293,PLLIF
480,258,258,50297,PLWTF
480,0,0,50305,PMKY
480,3.865,3.865,50309,PNAGF
480,0.005,0.005,50312,PNFTF
480,6.01,6.01,52500,PNOCF
480,3.9438,3.9438,52501,POELF
480,416,416,14342,PONT
480,13.5,13.5,14418,PRMY
480,0.4,0.4,14464,PRSEF
480,0.02,0.02,50353,DPNEF
480,0.8716,0.8716,14465,PSGTF
480,0.085,0.085,14476,ACWRF
480,0.85,0.85,50365,PTABF
480,12.29,12.29,14513,PTNDY
480,0.0075,0.0075,14516,PTPF
480,1.65,1.65,50375,PTTWF
480,0.018000000000000002,0.018000000000000002,50376,PTVL
480,1.4,1.4,14542,PUTRF
480,6.85,6.85,14543,PUTRY
480,0.029,0.029,50403,ATGGF
480,0.42,0.42,14605,IFGNF
480,0.0175,0.0175,50430,LNNTF
480,2.73,2.73,14621,FRDZF
480,0.015,0.015,50434,HHLKF
480,0.0076,0.0076,52502,AHAHF
480,13.048,13.048,14631,LLESF
480,26.5,26.5,50440,MFGHF
480,0.005,0.005,50444,HMRRF
480,0.649,0.649,52103,PSLKF
480,4.85,4.85,52503,PLPKF
480,0.28,0.28,14664,EMFGF
480,1.394,1.394,14668,SFDPF
480,0.08,0.08,52504,ESGFF
480,1.4,1.4,14677,WTGRF
480,0.055,0.055,50469,YWGRF
480,13.8,13.8,14726,QRRY
480,8.61,8.61,50487,QULRY
480,1.8,1.8,50489,QUPPF
480,0,0,50501,COECF
480,0.75,0.75,14764,RAFLF
480,0.091,0.091,14770,RNDXF
480,57.42,57.42,14771,RANJF
480,8.55,8.55,50516,RCDOF
480,24.745,24.745,14814,RCKZF
480,115,115,50532,REDW
480,3.5,3.5,51933,RESY
480,0.166,0.166,14931,RHNMF
480,0.22,0.22,14979,XLRM
480,0.153,0.153,50571,RIGMF
480,0,0,50578,RNTL
480,0.4,0.4,15026,ROKR
480,1.7801,1.7801,15046,OILY
480,1.91,1.91,15069,RSHPF
480,14.25,14.25,50605,RSMDF
480,1.84,1.84,50608,RSTGF
480,30.3669,30.3669,50609,RSTTF
480,3.4929,3.4929,50616,RTOBF
480,0.0001,0.0001,50623,RUNI
480,0.0557,0.0557,50626,MDSQF
480,1.61,1.61,50630,RWFRF
480,12.75,12.75,50631,RXLSF
480,0.0001,0.0001,15160,YHDT
480,0.426,0.426,15162,RZZN
480,0.002,0.002,50649,CEGMF
480,0.0746,0.0746,52505,SATIF
480,88,88,50660,SBBI
480,17.572,17.572,50662,SBFFY
480,26.99,26.99,15227,SBHMY
480,28.15,28.15,52506,SBSNF
480,0.03,0.03,50675,SCGY
480,0.07,0.07,50681,GRWWF
480,5.78,5.78,50687,SCXLB
480,59,59,50689,SCYT
480,0,0,50691,SDCF
480,0.375,0.375,50694,HPIFF
480,1.3,1.3,50703,STRDF
480,153.5,153.5,15326,SEBYF
480,0.0006,0.0006,15349,IVCO
480,0,0,50717,SEPI
480,0.26,0.26,50719,AZIL
480,0.6665,0.6665,50729,SGPLF
480,2.1,2.1,52507,VSBC
480,0.4,0.4,50745,SHTGF
480,5.18,5.18,15477,SHVTF
480,0.6,0.6,15594,LEON
480,0.02,0.02,50780,SLSR
480,36.9,36.9,15671,SNBIF
480,1.7668,1.7668,15706,AEBLF
480,7.08,7.08,15740,SOHVY
480,0.1362,0.1362,15749,TEHG
480,0.34,0.34,15763,SORT
480,0,0,50835,RXEI
480,0.0363,0.0363,52325,SPFYF
480,9.8,9.8,15802,SPRBF
480,0,0,50848,SPOC
480,0.1075,0.1075,50849,SPUP
480,0.03,0.03,15826,SBWFF
480,9.43,9.43,15844,SRHGF
480,8.9001,8.9001,15851,SRNN
480,3.8,3.8,15855,SRRPF
480,0.0001,0.0001,50870,STACF
480,0.6,0.6,50901,STTLF
480,0.01,0.01,16018,MCIM
480,30.1,30.1,50923,SVTRF
480,4700,4700,50928,SWIOU
480,0.7001,0.7001,16046,HTTI
480,0,0,52512,FTMK
480,0,0,16066,SYBRQ
480,0.79,0.79,16097,SZDEF
480,2.25,2.25,51942,SZGEF
480,7.5,7.5,50952,NWPHF
480,24.2,24.2,50955,TAGOF
480,0.684,0.684,16152,TGAFF
480,1.01,1.01,16183,TCNT
480,1.5,1.5,50975,TCYMF
480,47.1501,47.1501,50983,TETAA
480,0.97,0.97,50993,TGRNF
480,0.23,0.23,51006,THRPF
480,0.005,0.005,51013,TIPGF
480,0.053,0.053,16354,TTEXF
480,0.0001,0.0001,16369,DGMA
480,0.018000000000000002,0.018000000000000002,51027,HBEIF
480,8.52,8.52,16383,TKYVY
480,0.4,0.4,16416,PRXM
480,10.9558,10.9558,16463,TNRSF
480,2.2,2.2,16511,TNTFF
480,0.0001,0.0001,51062,WLOLQ
480,0.0101,0.0101,16585,TRWRF
480,8.11,8.11,51105,TTRKF
480,0.0001,0.0001,51112,TSCAF
480,4.25,4.25,51113,TUXS
480,175,175,51120,TWAC
480,0,0,51124,TWOS
480,7.04,7.04,51126,GWHP
480,150,150,52514,CHKDJ
480,0.0309,0.0309,16721,VERS
480,16.5,16.5,16733,UBAZF
480,21.51,21.51,51131,UBEOF
480,0.381,0.381,16767,UEDVF
480,0.01,0.01,51145,NNMIF
480,22.15,22.15,16803,ULPRF
480,0.1,0.1,16876,USBL
480,0.0201,0.0201,51179,LIHC
480,2.968,2.968,51185,UVRBF
480,0,0,51192,BPLT
480,1.8,1.8,16965,VDAHF
480,0.0013,0.0013,16968,UPWT
480,31.1,31.1,52340,VIBVY
480,0,0,51220,STLB
480,0.25,0.25,51222,VKEMF
480,6.25,6.25,51234,VSTKF
480,2.2,2.2,51237,VNMHF
480,8.21,8.21,51242,VODAF
480,15.48,15.48,17057,VOLAF
480,0.109,0.109,17068,VPRIF
480,0.0008,0.0008,51260,TMGY
480,0.0035,0.0035,51265,GRUA
480,0.0001,0.0001,51277,VRBRF
480,6.1,6.1,51285,BJRRF
480,29.35,29.35,52130,NENTF
480,3.75,3.75,51301,WACMF
480,4.09,4.09,17180,WACMY
480,2.32,2.32,17183,WARFF
480,1.3,1.3,52516,WEBEF
480,52.4,52.4,51324,WHTCF
480,0.126,0.126,17282,WHYRF
480,27.3,27.3,51333,VNRGF
480,18.4,18.4,17303,WKRCF
480,0,0,51338,WOAM
480,5,5,51343,ZYJT
480,0.0025,0.0025,17327,WLYW
480,0.03,0.03,51354,WORC
480,0.04,0.04,17384,CPHB
480,1.2,1.2,17450,POYN
480,84.32,84.32,17473,TMXXF
