month_number,mon_ret,security_id,ticker
479,0.0180635,946,QLS
479,-0.0002396,947,SDAG
479,0.0116373,948,IQIN
479,0.0468073,949,CLRG
479,0.0298282,950,CSML
479,0.0124493,951,QED
479,0.0045902,952,HYLV
479,0.0016546,953,AGGP
479,0.0073244,954,AGGE
479,0.0035391,955,QMN
479,0.0172416,956,QGTA
479,0.020919,957,HFXJ
479,-0.0063277,961,ROOF
479,0.015470900000000001,963,CROP
479,0.0014050999999999998,965,MMIT
479,0.0014026,966,MMIN
479,0.008487200000000002,967,LDRS
479,0.0061203,968,UJAN
479,0.018470900000000002,969,BJAN
479,0.0013652,1200,IBCD
479,0.000651,1206,IBDC
479,0,1207,IEMG
479,-0.0045449,1210,EMXC
479,0.0035336,1211,ESGE
479,-0.0032768999999999997,1212,EMGF
479,0.0002665,1213,SLQD
479,0.0321401,1214,ISCF
479,0.018285,1215,INTF
479,0.0353661,1216,LRGF
479,0.0379415,1217,SMLF
479,0.0314898,1218,ACWF
479,0.0455228,1219,XT
479,0.0007834,1220,SHYG
479,0.0183898,1221,KSA
479,0.0112993,1222,IMTM
479,0.013466800000000001,1223,IQLT
479,0.026175200000000003,1224,CRBN
479,-0.0080679,1225,CNYA
479,0.0011549000000000002,1226,IBMI
479,-0.0000125,1227,IUSB
479,0.0338261,1228,DGRO
479,0.022857,1229,HEZU
479,-0.011502600000000002,1230,REET
479,0.0119429,1231,IPAC
479,0.0283685,1232,HEWG
479,0.0029824,1233,JPMV
479,0.004564199999999999,1234,EUMV
479,0.012637200000000001,1235,IEUR
479,-0.030751799999999996,1237,UAE
479,-0.0039840000000000006,1238,QAT
479,0.0023041999999999997,1239,BYLD
479,0.0233324,1240,HEFA
479,0.0011932,1242,ICSH
479,0.027872300000000003,1243,HEWJ
479,0.0009349,1244,IBDL
479,0.001202,1245,IBDK
479,-0.0006285,1246,IBDO
479,0.0003288,1247,IBDN
479,-0.0012639,1248,IBDQ
479,0.0006061,1250,IBDM
479,0.0373619,1251,ICVT
479,0.0315381,1254,AMCA
479,0.0045024999999999996,1255,SUSC
479,0.0018988,1256,IGEB
479,-0.0004141,1257,SUSB
479,-0.0030686,1258,HYDB
479,0.0423094,1259,SMMD
479,0.07929349999999999,1260,AGT
479,0.0079295,1261,IDEV
479,0.0131632,1262,IVLU
479,0.0032470999999999997,1267,FALN
479,0.0167017,1268,ISZE
479,0.0104685,1269,ESGD
479,0.0175518,1270,IGRO
479,0.025897900000000005,1271,SDG
479,0.036876,1272,HAUD
479,0.0174576,1274,DEFA
479,-0.002986,1276,IAGG
479,0.0379097,1277,HEWC
479,0.028747700000000004,1278,HJPX
479,0.0014529000000000002,1279,IBMK
